STRUCTURE_SMILES,LOGINV_MRDD_mmol
N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC=C(OC)C=N2,1.04968770625085
C1(C)=CC=C2C(=C1)N3N(C(N(C)C)=N2)C(=O)C(CCC)C3=O.O.O,1.04971110635033
N=C\2/N=C3/O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1N3/C=C/2,1.05154089753663
C2=CC=CC(NC1=CC=CC(C)=C1C)=C2C(=O)O,1.06446716892872
NC(=O)OCC(C)(C(C)CC)COC(N)=O,1.0649758386083
OC1=C(C=CC(=C1)O)CCCCCC,1.06647036389969
[C@@H]1([C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)N3C(NC(C3=O)c4ccccc4)(C)C,1.06802823823308
CCC(=O)O[C@@H]3[C@H](C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C,1.07349578193047
O=S([C@](CN1C=CN=N1)(C)[C@H]([C@](O)=O)N2C3=O)([C@@]([H])2C3)=O,1.07960242321288
N/C1=N/C(=O)N(/C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1.08025798027232
O=C(O[C@H]6[C@H](OC(=O)c1cccnc1)[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c3cccnc3)[C@@H](OC(=O)c4cccnc4)[C@@H]6OC(=O)c5cccnc5)c7cccnc7,1.08474537444384
O=C1N(C(C(O)=O)=C(COC(C)=O)CS2)[C@@]2([H])[C@@]([H])1NC([C@H](N)C3=CC=CC=C3)=O,1.08546624902674
[C@H]1([C@@H]([C@H]([C@H]([C@H](O1)[C@@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@H](CN2C)CCC)O)O)O)SC,1.08665622908376
C1(I)=CC(Cl)=C2C(=C1O)N=CC=C2,1.08707063727182
F\C1=C\N(C(=O)NC1=O)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,1.09024472260269
C2=C(N)C=CC(S(=O)(=O)NC1=C(OC)C(OC)=NC=N1)=C2,1.09388229730634
CC1=C(C=C(C=C1)C)OCCCC(C(=O)O)(C)C,1.09748880227816
N(C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1)(CCC)CCC,1.09776804643094
C2(I)=C(C(=O)NC)C(I)=C(NC(=O)CCCCC(=O)NC1=C(I)C(C(=O)NC)=C(I)C(C(O)=O)=C1I)C(I)=C2C(O)=O,1.09825057889568
[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C,1.10172886909862
Ic1c(c(I)c(c(I)c1N(C)C(C)=O)C(=O)NCC(=O)Nc2c(I)c(C(=O)NCCO)c(I)c(C(O)=O)c2I)C(=O)NC,1.10342023038656
N1(C)C(=O)N(C)C2=C(C1=O)N(CCN(CCO)CC)C(CC3=CC=CC=C3)=N2,1.1088581524833
C12N=C(N)N=CC=1N=CN2CCC(COC(=O)C)COC(=O)C,1.10901364408481
CCOC(=O)CCC(=O)O[C@@H]3[C@H](C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C,1.11140798251094
O=S(=O)(C1=CC=C(C=C1)C(=O)C)NC(=O)NC2CCCCC2,1.11313454463881
C1=CC=C(OC(=O)N(C)C)C=[N+]1C.[Br-],1.11580298959587
O=C(O)[C@H]3N4C(=O)[C@H](NC(=O)c2c(C)onc2c1ccccc1Cl)[C@@H]4SC3(C)C,1.11692402391523
C1(I)=CC(I)=C2C(=C1O)N=CC=C2,1.12161568940095
[Na+].Ic1c(NC(=O)CCC)c(I)cc(I)c1CC(CC)C([O-])=O,1.1225458560208
[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)OC(=O)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C,1.12286127622844
N1N=C(S(N)(=O)=O)SC=1NC(C)=O,1.12411638779431
N1C(C(=O)O)CSC1,1.12440274718165
[C@]43(\C(=C2\C(c1c(O)cccc1[C@]([C@H]2C[C@H]3[C@@H](/C(=C(\C4=O)C(=O)N)O)N(C)C)(O)C)=O)O)O,1.12536358956563
[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)OC(=O)CC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C,1.12968985355739
O=C(C1=CC=NC=C1)NN,1.1371619283661
N2C(=O)CCC(C1=CC=C(N)C=C1)(CC)C2=O,1.14329224249657
N1(CCCCC(C)=O)C(=O)N(C)C2=C(C1=O)N(C)C=N2,1.14349416542684
C1(=CC=C2C(=C1)N(C(\N=C/2C3=CC=CC=C3)=O)C(C)C)C,1.14356591069184
[H][C@@]12[C@]([H])(NC(COC3=CC=CC=C3)=O)C(N1[C@@H]([C@@](O)=O)[C@@](C)(C)S2)=O,1.14661107466766
[O-]C(=O)C[N+](C)(C)C,1.14808372308715
O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl,1.15125032364213
BrC(C(=O)NC(=O)N)(CC)CC,1.15220464205328
CC1=CC(=O)NC(=S)N1,1.15283514988534
CN(C)[C@@H]2C(\O)=C(\C(N)=O)C(=O)[C@@]3(O)C(/O)=C4/C(=O)c1c(O)ccc(Cl)c1[C@@](C)(O)[C@H]4C[C@@H]23,1.15778210323114
NC(=O)C1=CC=CN=C1,1.16615815285882
O=C3N1/C(=C(/Cl)CS[C@@H]1[C@@H]3NC(=O)[C@H](N)c2ccccc2)C(O)=O,1.16768040675587
C2CCCC(C1=C(Cl)C=C(C(=O)CCC(O)=O)C=C1)C2,1.16845808881082
CCC(C)(C)NC(N)=NC#N,1.17108725227712
O=C1[C@](C(O)=C2[C@@]3([H])[C@@](O)(C)C4=C(C(O)=CC=C4)C2=O)(O)[C@]([C@H]3O)([H])[C@H](N(C)C)C(O)=C1C(N)=O.O.O,1.17344398343626
OCCN(CCO)CCO,1.17373447409142
C(C1=CC=C(C=C1)O)(=O)OC,1.18226424978978
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)Cc2ccccc2CN)CSc4nnnn4CC(O)=O)C(O)=O,1.19318649269528
O=C1\C=C/NC(=O)N1.F\C1=C\N(C(=O)NC1=O)C2CCCO2,1.19347776886657
C1C3=C(C=C2C=1C(=O)C(C(=O)O)=NN2CC)OCO3,1.19594636069641
CCCCCCCCCCCCCCCCCC(O)=O.CC(=O)O[C@@H]3[C@H](C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C,1.2013605538037
C2=CC=CC(N1C(=O)C=C(C)N1C)=C2.C(Cl)(Cl)(Cl)C(O)O.C(Cl)(Cl)(Cl)C(O)O,1.20331062274011
C2(F)=C(N1CCNCC1)N=C3C(=C2)C(=O)C(C(O)=O)=CN3CC,1.20455254595904
N3C(C1=CC=CC=C1)=C(C2=CC=CC=C2)OC=3N(CCO)CCO,1.21001563899997
C1=C(N)C=CC(S(=O)(=O)NC(=O)NCCCC)=C1,1.21079091523985
C2(I)=C(C(=O)NC(C(O)CO)CO)C(I)=C(N(C)C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(C(O)CO)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C(I)=C2C(=O)NC(CO)C(O)CO,1.21118283374303
CC(=O)N[C@@H](CS)C(=O)O,1.21270658250322
C2CC(C(=O)OCC)(C1=CC=CC=C1)CCN2C,1.21719034966392
CC(=O)O[C@@H]3CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]1C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O1)[C@H](N(C)C)[C@H]2O)C3OC,1.21905768890919
[H][C@@]12[C@]([H])(NC([C@H](N)C3=CC=C(O)C=C3)=O)C(N1[C@@H]([C@@](O)=O)C(C)(C)S2)=O.O.O.O,1.22474019006054
N1C(N)=NC2=C(C1=O)N=CN2COCCO,1.22872569328343
C2=CC=CC(C1=CC=C(C(=O)CCC(O)=O)C=C1)=C2,1.22922190014698
C1=CC=C2C(=C1)N(CCCN(C)C)C3=C(S2)C=CC=C3,1.23124228668396
O=S(=O)(C1=CC=C(C=C1)C(=O)O)N(CCC)CCC,1.2326755598389
[Na+].CCN(CC)C([S-])=S,1.23365441815624
OC(=O)c1cccnc1.OCCN(C)CC(O)Cn2cnc1N(C)C(=O)N(C)C(=O)c12,1.23999613418161
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OC)/c2csc(N)n2)CSc4nc(C)c(CC(O)=O)s4)C(O)=O,1.24446568545604
N[C@@H]4[C@@H](O)[C@H](O)[C@H](CN)O[C@@H]4O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]3[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)[C@@H](N)C[C@@H](N)[C@@H]3O,1.24525067256977
C2=CC(NS(=O)(=O)C1=CC=C(N)C=C1)=NC(=O)N2CC,1.24611741004889
C2(C(=O)NCC1CCCN1CC)=CC(S(=O)(=O)CC)=CC=C2OC,1.24854255494055
C1=CC=C(OC)C(CC(C)NC)=C1,1.25348043637425
C(C1=CC=C(C=C1)O)(=O)OCCC,1.25575599167601
C2=C(C(O)=O)C(O)=CC=C2N=NC1=CC(C(=O)O)=C(O)C=C1,1.25763403250852
C1C=CC3=C2C=1C=CC=C2C4=C3C=CC(C(=O)CCC(O)=O)=C4,1.25775523450572
OC(=O)C(S)C(S)C(O)=O,1.260591370906
C1(=O)C(CC)(CC)C(=O)NC(=O)N1,1.26527189534416
O=S(=O)(C1=CC=C(C=C1)C)NC(=O)NN2CCCCCC2,1.27060185815413
C2(Cl)=C(N1CC=CC1)C=CC(C(C)C(O)=O)=C2,1.2770466892156
C1=CC2=C(C=C1)N(CCCN(C)C)C3=C(S2)C=CC(Cl)=C3,1.28088923659036
C1=C(N)C=CC(C(=O)NCC(O)=O)=C1,1.28822082330486
O=C1C2=C(N=CN2C)N(C(=O)N1C)C,1.28822820360013
COC(=O)NC=1Nc2ccc(cc2N=1)SCCC,1.29993700758211
C1=CC(C(F)(F)F)=CC2=C1C(C(O)CCN(CCCC)CCCC)=CC3=C2C=C(Cl)C=C3Cl,1.30139786929682
N1(C)C(=O)N(C)C3=C(C1=O)N(CC2OCCO2)C=N3,1.30144329300588
c1(cc(ccc1)O)[C@H]([C@H](C)N)O,1.30260431072475
CN(C)[C@H]4C[C@@H](C)O[C@@H](O[C@@H]3[C@@H](C)[C@H](O[C@H]1C[C@H](OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]2(CO2)C[C@@H]3C)[C@@H]4O,1.31505477378309
C/C(C)=C\CC\C(=C4\[C@H](C[C@@]2(C)[C@H]4C[C@@H](O)[C@H]1[C@@]3(C)CC[C@@H](O)[C@@H](C)[C@@H]3CC[C@@]12C)OC(C)=O)C(O)=O,1.31530620235959
O=C2C=1/N=C\NC=1N(C)C(=O)N2C,1.31764891800545
OCC1=CC=CC=C1,1.33500752552742
O=C(O)[C@@H]2N3C(=O)[C@@H](/N=C/N1CCCCCC1)[C@H]3SC2(C)C,1.33636154951576
C1=CC=C2C(=C1)N(C)C3=C(S2)C=CC(CC(O)=O)=C3,1.33659455635243
O=C3N1/C(=C(/C)CS[C@@H]1[C@@H]3NC(=O)[C@H](N)c2ccc(O)cc2)C(O)=O,1.33765444518325
C1(Cl)=CC=C3C(=C1)N=C(N2CCN(C)CC2)C4=C(N3)C=CC=C4,1.33822169862774
C2=CC=CC(C1(CC)NC(=O)N(C)C1=O)=C2,1.33895775457786
C1=CC=C(CO)C=N1,1.33895775457786
O=C(O)CC1=C(C(C=C3)=CC=C3Cl)N=C(C2=CC=CC=C2)S1,1.34216031404122
O=S(=O)(C1=CC=C(C=C1)Cl)NC(=O)NCCC,1.34516160973024
C2=CC=C(C(=O)O)C(NC1=CC=CC(C(F)(F)F)=C1)=N2,1.35367465002353
O=C1C(C)=C(C(C)(C)CC1)/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(C(C)(C)CC2)=C(C)C2=O,1.35398520501796
NC13CC(CC(C3)C2)CC2C1,1.35557242076694
C1=C(C(O)=O)C(=O)C3=C(N1CC)N=C(N2CCNCC2)N=C3,1.35804436637168
C1=C(Cl)C=CC(C(O)(C)CC(C)(O)C)=C1,1.35929499001756
C(C1=CC=C(Cl)C=C1)(C2=CC=CC=C2)N3CCN(CCOCC(O)=O)CC3,1.36451503715884
C2=C(OCCN(C)C)C=CC(CNC(=O)C1=CC(OC)=C(OC)C(OC)=C1)=C2,1.36662695025834
N/31[C@@H]([C@@H](C1=O)NC([C@H](N)c2ccc(cc2)O)=O)SCC(=C\3C(=O)O)\C=C/C,1.36770798194977
CC(C)CCON=O,1.36975857186662
CCC(C)CON=O,1.36975872015792
C3CCCN4C[C@@H]2C[C@@H](CN1CCCC[C@H]12)[C@@H]34,1.36992110580664
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,1.37205884110135
N2N=C(C(C)(C)C)SC=2NS(=O)(=O)C1=CC=CC=C1,1.37642569405079
C1=C(CCCC)C=CC(C(O)=O)=N1,1.37831483797138
C1=CC=C3C(=C1)OC(CCCC)=C3C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2,1.38325821060867
C1(C(COCCOC(=O)CCCCCCCC=CCCCCCCCC)OCCO)OC(OCCO)CC1OCCO,1.38368096514146
C1=CC2C(C=C1)=C(OCC(O)CNC(C)C)C=CC=2,1.384491489459
[C@@]14(C[C@@H]([C@@H]([C@@H](C)[C@@H]([C@H](C(O[C@@H]([C@@H]([C@H](OC(=O)C)[C@H](C1=O)C)C)C)=O)C)O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)OC(=O)C)OC)O[C@@H]3O[C@@H](C[C@@H]([C@H]3OC(=O)C)N(C)C)C)C)OC4,1.3881633114664
C1=CC=C2C(=C1)N(CCN(C)C)C(=O)C3=C(N2C)C=CC=C3,1.39119813456815
C2(=O)C(C1=CC=CC=C1)(CC)C(=O)NC(=O)N2C,1.39139715534639
C(C)(C)(C(O)C(=O)NCCCO)CO,1.39164125363043
O=C(OCCNC(C)=O)C(OC2=CC=CC(C(F)(F)F)=C2)C1=CC=C(Cl)C=C1,1.39615839366942
C2(N1CCNCC1)=C(F)C=C4C(=C2)N(C3CC3)C=C(C(=O)O)C4=O,1.3964242234287
S1C=NC(C)=C1CCCl,1.40240223657074
C1(C)=C(O)C(CO)=C(CO)C=N1,1.4042176418314
O[C@@]3(C#C)CC[C@H]2[C@@H]4CC/C1=C/c5oncc5C[C@]1(C)[C@H]4CC[C@@]23C,1.40436458675977
[Na+].C/C(C)=C\Cc1cc(ccc1O)C(=O)N\C3=C(/[O-])c4ccc(O[C@@H]2OC(C)(C)[C@H](OC)[C@@H](OC(N)=O)[C@H]2O)c(C)c4OC3=O,1.40456428156939
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OC)\c2ccco2)COC(N)=O)C(O)=O,1.40504375876973
C2=CC=CC(CN(CCN(C)C)C1=NC=CC=C1)=C2,1.40714953625721
C3(=O)C(CC=C(C)C)C(=O)N(C1=CC=CC=C1)N3C2=CC=CC=C2,1.40876216178952
C2=CC=CC(C(=O)C1SC(C(C)C(=O)O)=CC=1)=C2,1.4154879825584
CC(C)=CCCC(C)NC,1.41600103794456
C2(=O)CCC(C1=CC=CC=C1)(CC)C(=O)N2,1.41634216989025
C2(C1=CC=CC=C1)(C(=O)OCC)CCCN(C)CC2,1.41723799152924
C2(=O)C(C1=CC=CC=C1)(CC)C(=O)NCN2,1.41831283276621
C\C1=C\N(C(=O)NC1=O)[C@H]2C[C@H](/N=[N+]=[N-])[C@@H](CO)O2,1.42690357571994
OC2=CC=C(C=C2)/C(CC)=C(CC)/C1=CC=C(O)C=C1,1.42870192330058
N1(C)C(=O)N(C)C2=C(C1=O)N(CCO)C=N2,1.43002272253582
OC(=O)CC[C@]2(O)CC[C@H]3[C@@H]4\C=C/C1=C/C(=O)CC[C@]1(C)[C@H]4CC[C@]23C,1.43060262870617
C1=CC=CC=C1NC(C)=O,1.43188846084653
C1C(C)C(=O)C(CC)(CC)C(=O)N1,1.43891217706581
[H][C@]1(NC([C@H](N)C4=CC=C(O)C=C4)=O)[C@]2([H])N(C(C(O)=O)=C(CSC3=CNN=N3)CS2)C1=O,1.44239782004102
C1=CC=C3C(=C1)N(CCC2CCCCN2C)C4=C(S3)C=CC(SC)=C4,1.4450239372178
CCC(C)C(C(=O)NC(N)=O)CC,1.44597375862224
C2=CC=CC(NC1=CC(C(F)(F)F)=CC=C1)=C2C(O)=O,1.44906150725629
O=C(O)[C@@H]3N4C(=O)[C@@H](NC(=O)c2c(C)onc2c1c(Cl)cccc1Cl)[C@H]4SC3(C)C,1.44968286729897
O=C2C1=C(OC)C=C(OC)C(Cl)=C1O[C@]32C(OC)=CC(C[C@@](C)3[H])=O,1.4505770769917
C2(=O)C(C)(C1CCCCC=1)C(=O)N=C(O)N2C,1.4527581389961
C1=CC=C3C(=C1)SC4=C(N3C(=O)CCN2CCOCC2)C=C(NC(=O)OCC)C=C4,1.45486172351362
C1(Cl)=CC=C2C(=C1)S(=O)(=O)NC(C)=N2,1.45990372682208
S2C4=C(N=C(N1CCN(CCOCCO)CC1)C3=C2C=CC=C3)C=CC=C4,1.45992176763676
CC(C)(C)NCC(O)COc2cccc1C[C@@H](O)[C@@H](O)Cc12,1.46113734580407
C2CCCCCC2(CC1=CC=CC=C1)OCCCN(C)C,1.46158186611013
C1=C(N)C=CC(C(=O)OCC(C)C)=C1,1.46197636396937
C2CCCN(C1=CC=C(S(N)(=O)=O)C=C1)S2(=O)=O,1.46293553133268
NC(=N)N[C@@H]3[C@@H](O[C@@H]2O[C@@H](C)[C@](O)(C=O)[C@H]2O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1NC)[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@H]3O,1.46357506161351
C2=C(Cl)C=CC(C(=O)C1N(C)C(CC(O)=O)=CC=1C)=C2,1.46498043698755
[O-]S(=O)(=O)OC.C[N+]1(C)CC\C(CC1)=C(\c2ccccc2)c3ccccc3,1.46666518698325
C2=CC=C4C(=C2C(=O)OCCN1CCCCC1)OC(C3=CC=CC=C3)=C(C)C4=O,1.4688353070299
C1=CC=C2C(=C1)N(CCCN(C)C)C3=C(C2(C)C)C=CC=C3,1.46898772305908
[C@]\21([C@H]([C@@H](C(=C(/C1=O)C(=O)N)\O)N(C)C)[C@H]([C@H]3/C(=C/2O)C(c4c(C3=C)cccc4O)=O)O)O,1.46974219660455
C2=CC(N(C(=O)C(CCCC)C(=O)O)NC1=CC=CC=C1)=CC=C2,1.47234360027673
C1=C(C(C)C(O)=O)C=C3C(=C1)OC(C2=CC=C(Cl)C=C2)=N3,1.47961040355148
C4=CC=C(N3C(=O)C(CCS(=O)C1=CC=CC=C1)C(=O)N3C2=CC=CC=C2)C=C4,1.48304702186217
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OC)\c2ccco2)COC(N)=O)C(=O)OC(C)OC(C)=O,1.4852575642622
C2(OC)=CC(OC)=CC(OC)=C2C(=O)CCCN1CCCC1,1.48768224679762
C1=C(CCNC)C=C(OC(=O)C(C)C)C(OC(=O)C(C)C)=C1,1.48768224679762
O=C1N(C2=CC=CC=C2)N(C3=CC=CC=C3)C(=O)C1CCCC,1.48907817666404
S=C1C2=C(N=CN2)N=C(N)N1,1.49001744858451
CN(C)[C@@H]1C(\O)=C(\C(N)=O)C(=O)[C@@]2(O)C(/O)=C3/C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,1.49122441640473
C1(OCC)=CC=C2C(=C1)SC(S(N)(=O)=O)=N2,1.4915084912665
C1=CC=C2C(=C1)N(CC(C)N(CC)CC)C3=C(S2)C=CC=C3,1.49481146851636
C1=C(Cl)C=C3C(=C1)OC4=C(N=C3N2CCNCC2)C=CC=C4,1.49662725173031
O=C(C2)N([C@]([H])1[C@@](O)=O)[C@]2([H])O\C1=C/CO,1.50332375753579
N3C=C(C=C(CC1=CC=CS1)C(=O)O)N(CC2=CC=C(C(O)=O)C=C2)C=3CCCC,1.50403900552374
C1=CC(Cl)=CC(C(=O)C(C)NC(C)(C)C)=C1,1.50468126650138
C2(N)=NC(N)=CC=C2N=NC1=CC=CC=C1,1.50473986642243
N[C@@H]3[C@@H](O)[C@H](O)[C@@H](CN)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N,1.50831768662474
O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CN)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N,1.50920130325716
N[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N,1.50920130325716
[H][C@]([C@@H](O)C1=C(C=C(OC)C=C4)C4=NC=C1)(C[C@@H]2CC3)N3C[C@@H]2C=C,1.51110333616297
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)[C@H](O)c2ccccc2)CSc4nnnn4CS(O)(=O)=O)C(O)=O,1.51173603995
C1=C(N)C=C(Cl)C(C(=O)OCCN(CC)CC)=C1,1.51193174067052
C3=CC=CC(CCN1CCC2(CC1)OC(=O)NC2)=C3,1.51243673374308
NS(C1=C(Cl)C=C(NCC2=CC=CO2)C(C(O)=O)=C1)(=O)=O,1.51949210573846
C1CN(C)CCN1C(=O)N(CC)CC,1.52134131735604
C1=C(Cl)C=C2C(=C1)C(NC(C)CCCN(CC)CCO)=CC=N2,1.52617320555467
N1(C)C(=O)N(C)C3=C(C1=O)N(CCOC(=O)C(C)(C)OC2=CC=C(Cl)C=C2)C=N3,1.5272140575422
C1(OC)=C(OC)C=C3C(=C1)C(CC2=CC=C(OC)C(OC)=C2)=NC=C3,1.53069269482125
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OC)\c2ccco2)COC(N)=O)C(=O)OC(C)OC(=O)C(C)(C)OC,1.53205495789728
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OCC(O)=O)\c2csc(N)n2)C=C)C(O)=O,1.53267738216382
NC(=N)N[C@@H]3[C@@H](O[C@@H]2O[C@@H](C)[C@](O)(CO)[C@H]2O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1NC)[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@H]3O,1.54339132571306
C1=CC=C2C(=C1)CN(C(N)=N)CC2,1.54463924971874
C1(=O)C4=C(OC(C(=O)O)=C1)C=CC=C4OCC(O)COC3C2C(=O)C=C(C(=O)O)OC=2C=CC=3,1.54673422064158
O=C2C1=C(N=CN2)N([C@@H]3O[C@H](CO)CC3)C=N1,1.54920425222393
C2(=O)NC(=O)C(C1=CCCCC1)(CC)C(=O)N2,1.54927730648634
SCCS(=O)(=O)O,1.55083117563961
S=C(N(CC)CC)SSC(=S)N(CC)CC,1.55143711018355
